,info,name
72,"周笔畅（Bibi zhou）1985.07.26 
歌手，摄影师，演员，文学作者

首位发行数字专辑的内地女歌手；

2012年成立个人工作室“Begins Studio”
2013年发行个人监制专辑《UNLOCK》；举办“UNLOCK”全国巡回演唱会
2014年发行首部文学作品《如果我能说了算》
2015年创立“Begins To Love”公益品牌；截止2017年共募集200余万善款救助百名聋儿；发行内地首张数字专辑《翻白眼III》；举办“Boom!”全国巡回演唱会，首位在香港红磡加场开唱的内地歌手。
2016年举办“周笔畅游摄影展”，个人摄影作品获得国家地理杂志颁发的“华夏典藏奖”。
2017年按每月公布一首单曲的节奏发行个人第九张专辑《Not Typical》，举办“Not Typical”全国巡回演唱会。
2018年上半年将推出个人纪录片《Not Typical》

内地最年轻“大满贯”女歌手：
截止2018年1月，共获得国内外243个奖项；29次获得“最佳女歌手”奖；45次获得“最受欢迎女歌手”奖；19次获得“最佳专辑”奖；个人摄影作品获得国家地理杂志颁发的“华夏典藏奖”；获欧洲音乐大奖“全球最佳艺人”。


-历年个人专辑（9张）：

《谁动了我的琴弦》
《NOW》
《WOW》
《时间》
《i,鱼,光,镜》
《黑·择·明》
《unlock》
《翻白眼III》
《Not Typical》

-历年巡回演唱会（20场）：

2010-2011“唱歌去旅行”全国巡回演唱会
2013-2014“UNLOCK”全国巡回演唱会
2015-2016“Boom!”系列全国巡回演唱会
2017“Not Typical”全国巡回演唱会

-影视作品：

《春天花花同学会》
《第601个电话》
《谁动了我的琴弦》
《微时代之恋》
《寒战2》",周笔畅
73,暂无歌手信息,苏秀彬
74,暂无歌手信息,足首
75,"王杰（Dave Wang Chieh，1962年10月20日－），为港台知名的创作型歌手、音乐人、演员。出生于台湾台北县永和市，在台湾直到父亲王侠于1965年加盟邵氏才随父亲前往香港定居。另有兄、姐、妹各一人。与第一任妻子育有一女王筱翠，目前已嫁给香港人定居加拿大，育有一子。1993年4月27日与第二任妻子莫绮雯结婚，生下儿子王城元，已离婚。

12岁时，王杰父母离婚，寄宿于教会学校。17岁时，王杰只身到台湾工作，曾从事过速递员、油漆工人、侍应、调酒员、酒廊歌手、出租车司机、军人、特技演员等工作。1988年12月，龙虎武师出身的王杰，经音乐制作人李寿全赏识之下，加盟飞碟唱片，以唱作人身份推出第一张专辑《一场游戏一场梦》销售达25万张，雄霸排行榜半年之久，成绩骄人，累积计50万张以上。

1989年初，在台湾推出第二张专辑《忘了你忘了我》，成绩依然骄人，延续销售热潮(突破50万张)。同年，以《安妮》一曲攀登香港各大流行榜冠军宝座。同年6月，以《忘了你忘了我》及《你是我胸口永远的痛》登上新加坡龙虎榜冠军，销量勇夺全年亚军，直逼天王谭咏麟。在马来西亚方面，王杰两张专辑皆突破10万大关，创下罕见的销量纪录。1989年，进军香港乐坛，加盟华纳唱片，以他那种声嘶力竭的独特唱腔一鸣惊人，凭《几分伤心几分痴》、《可能》、《故事的角色》等歌曲席卷香港乐坛，崛起快速得人意外。后来的《谁明浪子心》使他更上一层楼。

1989年9月，台湾开办金曲龙虎榜，王杰《孤星》专辑在开榜后势如破竹地蝉联八周冠军，也于年底总排行拿下冠军。若说金曲龙虎榜为往后台湾流行音乐相当重要的指标，王杰即是开山始祖。1991年《忘记你不如忘记自己》拿下年度第四，1992年《All By Himself》得到第二名。

王杰除了专长于演绎悲情歌曲外，亦擅作曲，较为人熟悉的有《她的背影》、《上帝也哭泣》、《心痛》、《多少次》等等。除了发展歌唱及电影事业外，王杰亦有传记作品出版，如作家吴淡如写的《他，一个人》与丛逢的《孤鹰》，让王杰的故事受到广大的共鸣。另外，王杰在1992年出版的单曲《回家》，成为向来以出版专辑为主的华语音乐史上，第一位发行单曲的歌手，为华语音乐史立下的新的里程碑。

1996年，王杰跳槽到波丽佳音，比较受欢迎的主打歌曲包括《我爱你》和《手足情深》，但1998年因波丽佳音台湾分公司倒闭，王杰这其间暂时没有推出新作品，大部分的时间都呆在加拿大生活。

2000年1月，他再度回归香港乐坛，加盟英皇娱乐，推出大碟《Giving》，包括主打歌《心瘾》、《我会知道几时要退》等，掀起一时热潮。同年8月，复出台湾乐坛，推出大碟《从今开始》。之后,并推出了几张国粤语专辑,为人所知的好歌包括《我比他好》，《HELLO》，《别了疯子》等等...

2009年9月，他推出个人最新单曲《我知道我是一个已经过气的歌手》庆祝与英皇娱乐合约期满。同年10月23日, 王杰于《I am Back!演唱会2009》中唱经典老歌，回复自由身的王杰直言：“我唔系对乐坛灰，但做人最紧要自知。”

2010年5月18日，王杰的全新个人网站正式启动,并发表了全新温馨歌曲《你的蝴蝶眼睛》。

",王杰
76,暂无歌手信息,Logan Mize
77,暂无歌手信息,Sebastian Yatra
78,暂无歌手信息,Bizzey
79,暂无歌手信息,KOHH
80,"放荡乐团The Libertines一个在西元2000年初声名大噪的英式摇滚乐团，是当时后庞克复兴潮流的先锋。

2002年，由双主唱CarlBarat与PeteDoherty领军的TheLibertines首度在英国乐坛发声，即获得广大乐迷的支持簇拥和专业乐评的空前好评，Spin、NME、MOJO、TheFace等国际指标杂志不约而同将他们的首航专辑「UpTheBracket」评选为年度最佳专辑。2004年，TheLibertines祭出第二张作品，单曲「Can'tStandMeNow」拿下英国流行金榜亚军，专辑则登上冠军，随即在UNCUT、Q、NME杂志获得乐评特优评鉴，成为近年来叫好又叫座的摇滚巨星。2005年录完第二张专辑，就因为乐队成员大打出手和PETE DOHERTY(皮特・多赫提)的毒瘾而解散。解散后LIBERTINES一分为三，主唱之一的英伦著名瘾君子PETE DOHERTY组建BABYSHAMBLES，该乐队大放异彩，曲风更加灵动。另一位主唱组建了一个风格十分相似的Dirty Pretty Things（2008.10.1已经解散），三个乐队都无法再续THE LIBERTINES的辉煌。目前最红的还算BABYSHAMBLES，绯闻与音乐各半。 

卡尔巴拉特组的新团是―Dirty Pretty Things(美丽坏东西乐团)，盖瑞包威尔也加入担任鼓手。彼得道何提组的是―Babyshambles(步履蹒跚乐团)。

影响卡尔和彼得的音乐有些不同，卡尔欣赏地下丝绒（The Velvet Underground）、The Jam、门户乐队（The Doors）、Django Reinhardt，彼得则喜爱The Smiths、Suede、Chas and Dave。 乐团常被拿来与一些典型的英式摇滚乐团作比较，像他们与披头四的相似之处就是蓬乱的头发和狂野却旋律优美的音乐。他们的唱片也常被比作The Jam、The Kinks的早期作品和The Clash(冲击乐团)的第一张专辑以及早期单曲。或许他们最像的就是摇滚先锋-Buzzcocks(吵闹公鸡乐团)了。他们大部份的歌词都夹杂英式伦敦话(cockey)，而且用着近乎酒醉的含糊嗓音唱出英式生活的味道。 在他们的态度和现场演出方面可比性手枪乐团(The Sex Pistols), 因为双方都精力旺盛且毫无秩序可言。

",The Libertines
81,暂无歌手信息,周慧
82,"成员：
Vo,Gt,Key 武市 和希（https://twitter.com/mol_kazu） 
Gt,Cho 井上 雄斗 （https://twitter.com/yutoon_mol）
Ba 髙橋 涼馬 （https://twitter.com/mol_ryoma）
Dr 坂東 志洋 （https://twitter.com/moldrums）

weibo:@mol-74_official
twitter:@mol_74
instagram:@mol_74
facebook:@mol74.official

mol-74，日语读作モルカルマイナスナナジュウヨン，也简称为モルカル（MORUKARU）。“-74”来自于主唱和鼓手的高中，“德岛市立高级学校”地址的街道编号1-15-60，把“-”看成减号，1-15-60=-74。

乐队由武市和希（主唱、吉他、键盘），井上雄斗（吉他、和声），坂东志洋（鼓）2010年9月在京都组建，换了多任贝斯手，现任贝斯手高桥凉马是2017年11月7日加入的新成员。

乐曲主要以武市和希清透的假声为核心，既呈现出如同北欧乐队般的清冷透明，同时又会在听着的心底燃起温馨的火焰。",mol-74
83,暂无歌手信息,Dreamcather
84,暂无歌手信息,최낙타
85,暂无歌手信息,Andy Rivera
86,来自英国伦敦目前只有21岁的Dua Lipa，Dua是科索沃阿尔巴尼亚裔，名字Dua就是阿尔巴尼亚语中爱的意思，她的父亲曾是科索沃著名摇滚歌手，受到家庭环境的熏陶，Dua Lipa从小就喜爱音乐，在举家移民至英国后，她更是明晰了自己职业发展的道路，14岁时就立志成为职业歌手，并开始在YouTube翻唱Christina Aquilera等人的歌曲。美丽出众的Dua还被挖掘成为模特。魅惑的双眼，迷离的气质以及高挑的身材的确让人容易将其贴上时尚类的标签，但初出道，还只发行了几首单曲的她就已经用音乐方面的成绩证明了自己的歌手身份。,Dua Lipa
87,暂无歌手信息,四季音色
88,暂无歌手信息,水月陵
89,暂无歌手信息,Jimmie Allen
90,暂无歌手信息,Daniela Andrade
91,暂无歌手信息,Neon Hitch
92,暂无歌手信息,Loote
93,暂无歌手信息,Lovey
94,"
            the tumbled sea is a one man project from boston.
    ",the tumbled sea
95,暂无歌手信息,Dave Meniketti
96,暂无歌手信息,Yented
97,20世纪90年代初期（1991）美国加利福利亚州Ukiah的四个高中小子戴维·哈瓦克（Davey Havok）、亚当·卡森（Adam Carson）、维克（Vick）和马卡斯·史托夫里斯（Markus Stopholese）在他们家乡小镇上为了打发课余那些无聊的时光而在车库里弄出些噪音来的结果，标准也是够噪够狠就行。那时候他们的效仿对象就是诸如“黑旗”（Black Flag）、“一群死雷子”（Sick Of It All）等硬核朋克乐队，而且给自己起了个非常标准的名字：A Fire Inside，然后乐队就取了三个词的词头来表示队名，即AFI。,AFI
98,"艾顿•约翰 （英语：Elton John，1947年3月25日－），原名雷金纳德•肯尼思•德怀特（Reginald Kenneth Dwight），华文传媒喜欢戏称其「乐坛大姑妈」；爵士，英国流行乐手、作曲家和钢琴家，是流行音乐史上成功的独唱歌手。他在1997年为纪念黛安娜王妃而录制的单曲《风中之烛》（英文：Candle in the Wind）为华人所熟悉。（这首歌原本是他于1973年录制献给玛丽莲•梦露，原版歌词里的「Norma Jean」是玛丽莲•梦露的本名。）
作为一个同性恋艺人，他浮夸的衣着和舞台演出、纠缠不清的私生活和他在音乐方面的天分，使他成为一个音乐史上的传奇。
他登上乐坛已有近四十年。1970年代，艾尔顿是摇滚乐世界的最主要的商业力量，他的唱片在美国唱片榜上连续七次登上第一位。他以钢琴为基础的音乐，使钢琴在吉他主导的时代得以立足。他也致力对抗艾滋病，并成立了“埃尔顿•约翰艾滋病基金”。
1947年3月25日，埃尔顿•约翰呱呱坠地，父母为他起名叫雷金纳德•肯尼思•德怀特。4岁那年，他就开始弹奏钢琴。11岁时，获得英国皇家音乐学院颁发的奖学金。他加入的第一支乐队是“Bluesology”。曾经以主唱的身份，先后为前锐摇滚乐队“King Crimson”和“Gentle Giant”试音，最终未获成功。
　　他在音乐的道路上不断追求，和词作家伯尼•陶品(Bernie Taupin)联手合作，然后将名字改为现在众人皆知的埃尔顿•约翰。1970年代早期，埃尔顿•约翰录制了一张名为《风滚草的联系》(Tumbleweed Connection)的概念专辑。因为作品内容丰富、曲调动人，埃尔顿成为上世纪70年代最为成功的流行音乐家。当时有许多流行歌手和流行风格，领尽风骚三两年就走上了末路，但埃尔顿演唱的歌曲却经久不衰。
　　1976年，埃尔顿宣布自己是个双性恋者。1984年和里娜特•布劳尔结婚，这段婚姻维持了2年，然后就因他的同性恋行为而破裂。70年代末80年代初，埃尔顿•约翰一度陷入吸毒和酗酒的泥潭无法自拔，而且还患上了易饿病，但靠着惊人的毅力，他最终战胜了这些坏生活习气和疾病，获得了新生。埃尔顿•约翰还以积极倡导宣传艾滋病研究而着称于世，但他仍紧紧把握着现代音乐的脉搏，喜欢欣赏痞子阿姆、Radiohead、“酷玩”乐队和罗比•威廉姆斯等艺人和乐队的作品。1997年，埃尔顿因在音乐方面的突出成就，被英国王室授予爵士称号。
",Elton John
